Order,part number,total amount
1039678,KYA-00007,2736.0
1039678,KYA-00046,912.0
1039678,LCI-00011,1824.0
1039678,PZZ-03676,912.0
1039678,SCK-00042,912.0
1039678,TD2-00020,2736.0
1039678,TN4-00006,2736.0
1039678,TN4-00031,1824.0
1039678,TN4-00032,4560.0
1039678,TRX-00006,6384.0
1039678,UZZ-01828,1824.0
1039678,VMU-00013,1824.0
1039678,VPA-00003,912.0
1039678,WAP-00013,1824.0
1039678,WPA-00061,912.0
1039678,WPA-00159,1824.0
1039678,WPA-00298,912.0
1039678,WPH-01484,1824.0
1039678,WS66-00023,912.0
1039678,WVH-00430,2736.0
1039678,WVH-00435,0.0
1039678,WVH-00440,0.0
1039678,WVH-00649,912.0
1039678,WVH-00657,1824.0
1039678,WVH-00658,912.0
1039678,WVH-00702,4560.0
1039678,WWG-00043,3648.0
1039678,WYA-00120,912.0
1039678,WYA-00123,912.0
1039678,WYA-00125,912.0
1039678,WYA-00128,3648.0
1039678,WYA-00129,6384.0
1039678,WYA-00130,912.0
1039678,WYA-00131,3648.0
1039678,WYA-00132,1824.0
1039678,WYA-00134,1824.0
1039678,WYA-00135,912.0
1039678,WYA-00136,912.0
1039678,WYA-00137,1824.0
1039678,WYA-00138,2736.0
1039678,WYA-00139,40129.0
1039678,WYA-00140,10944.0
1039678,WYA-00141,912.0
1039678,WYA-00142,1824.0
1039678,WYA-00143,912.0
1039678,WYA-00144,0.0
1039678,WYA-00145,13680.0
1039678,WYA-00146,8208.0
1039678,WYA-00147,5472.0
1039678,WYA-00148,23712.0
1039678,WYA-00252,1824.0
1039678,WYA-00442,3648.0
1039678,WYA-00443,1824.0
1039678,WYA-00454,3648.0
1039678,WYA-00615,912.0
1039678,WYA-00688,0.0
1039678,WYA-00689,1824.0
1039678,WYA-00693,912.0
1039678,WYA-00702,912.0
1039678,WYA-00704,1824.0
1039678,WYA-00711,9120.0
1039678,WYA-00715,1824.0
1039678,XK7-00002,912.0
1039685,IM13-00066,480.0
1039685,JZZ-00050,480.0
1039685,JZZ-01660,480.0
1039685,UZZ-01066,480.0
1039685,UZZ-01899,480.0
1039685,UZZ-01904,480.0
1039686,IM13-00066,60.0
1039686,JZZ-00050,60.0
1039686,JZZ-01660,60.0
1039686,UZZ-01066,60.0
1039686,UZZ-01899,60.0
1039686,UZZ-01903,60.0
1039691,CAP-00634,57.0
1039691,CHX-00118,57.0
1039691,CPO-00713,228.0
1039691,CPO-00714,114.0
1039691,CPO-00715,57.0
1039691,CPO-00716,171.0
1039691,CWO-00148,171.0
1039691,DWO-00013,114.0
1039691,FWO-00007,114.0
1039691,HXP-00001,57.0
1039691,IIV-00054,114.0
1039691,JZZ-00050,57.0
1039691,JZZ-01661,57.0
1039691,KAX-00455,228.0
1039691,KYA-00004,114.0
1039691,PZZ-03693,57.0
1039691,ROP-00005,228.0
1039691,UZZ-01067,57.0
1039691,VTV-00025,114.0
1039691,WPH-00354,114.0
1039691,WPH-00997,57.0
1039691,ZBO-00080,114.0
1039692,CHX-00120,352.0
1039692,CMO-00448,88.0
1039692,CPO-00708,440.0
1039692,CPO-00717,88.0
1039692,CPO-00718,88.0
1039692,CPO-00724,88.0
1039692,CPO-00725,88.0
1039692,CS23-00336,176.0
1039692,CWO-00152,88.0
1039692,DNP-00028,88.0
1039692,DNP-00029,176.0
1039692,DNP-00033,88.0
1039692,FMU-00296,88.0
1039692,FWO-00007,264.0
1039692,FWO-00108,88.0
1039692,IAD-00495,88.0
1039692,IIV-00054,88.0
1039692,IMH-00356,88.0
1039692,IS33-00019,88.0
1039692,ITI-01376,352.0
1039692,ITI-01378,88.0
1039692,IWO-00004,176.0
1039692,IWO-00005,88.0
1039692,JZZ-00050,88.0
1039692,JZZ-01661,88.0
1039692,KAX-00275,88.0
1039692,KAX-00455,88.0
1039692,KKT-00164,176.0
1039692,KPA-00268,264.0
1039692,KPH-00169,176.0
1039692,KS21-00010,176.0
1039692,KS21-00032,176.0
1039692,KS55-00001,88.0
1039692,KVH-00448,88.0
1039692,KYA-00004,528.0
1039692,PZZ-03694,88.0
1039692,SCK-00060,88.0
1039692,SWO-00013,88.0
1039692,UZZ-01067,88.0
1039692,UZZ-01940,88.0
1039692,WPH-00329,176.0
1039692,WPH-00354,2553.0
1039692,WPH-01348,88.0
1039692,WPH-01518,88.0
1039692,WVH-00053,88.0
1039692,WVH-00180,88.0
1039692,WVH-00196,88.0
1039692,WVH-00233,176.0
1039692,WVH-00290,88.0
1039692,WVH-00998,176.0
1039692,WYA-00432,88.0
1039692,WYA-00669,88.0
1039692,WYA-00698,88.0
1039692,WYA-00699,88.0
1039692,WYA-00700,88.0
1039692,WYA-00701,88.0
1039697,BZZ-00941,2884.0
1039697,CAH-00087,412.0
1039697,CAP-00698,412.0
1039697,CMO-00321,412.0
1039697,CS23-00191,412.0
1039697,DVH-00004,824.0
1039697,FCQ-00106,412.0
1039697,FCQ-00161,412.0
1039697,FCQ-00162,824.0
1039697,FJZ-00010,1236.0
1039697,FM5-00004,412.0
1039697,FMU-00146,412.0
1039697,FMU-00262,412.0
1039697,FMU-00263,412.0
1039697,FPA-00043,508.0
1039697,FT11-00024,412.0
1039697,FTV-00055,6592.0
1039697,FTV-00066,824.0
1039697,FTV-00067,1648.0
1039697,FTV-00093,412.0
1039697,FTV-00094,316.0
1039697,FTV-00117,1648.0
1039697,FWO-00107,412.0
1039697,IA6-00172,412.0
1039697,IAD-00376,412.0
1039697,IN4-00096,824.0
1039697,INS-00376,824.0
1039697,IOZ-00159,1648.0
1039697,IR14-00004,412.0
1039697,ISG-00554,1236.0
1039697,ISG-00555,412.0
1039697,ISW-00006,412.0
1039697,ISW-00007,412.0
1039697,ISW-00009,412.0
1039697,ITI-00583,824.0
1039697,ITI-00802,824.0
1039697,ITI-01047,824.0
1039697,IZZ-00173,412.0
1039697,IZZ-00174,412.0
1039697,IZZ-00175,412.0
1039697,IZZ-00176,412.0
1039697,JZZ-00050,412.0
1039697,JZZ-01661,824.0
1039697,KJZ-00025,412.0
1039697,KKT-00178,412.0
1039697,KKT-00216,412.0
1039697,KKT-00279,1648.0
1039697,KKT-00280,1236.0
1039697,KMU-00058,11948.0
1039697,KMU-00122,824.0
1039697,KMU-00229,412.0
1039697,KMU-00282,824.0
1039697,KPH-00564,9888.0
1039697,KPH-00646,412.0
1039697,KS21-00001,4120.0
1039697,KS21-00002,2060.0
1039697,KS21-00003,4120.0
1039697,KS21-00005,412.0
1039697,KS21-00030,2472.0
1039697,KVH-00077,1648.0
1039697,KVH-00211,412.0
1039697,KVH-00380,16893.0
1039697,KVH-00381,3708.0
1039697,KVH-00386,2060.0
1039697,KVH-00410,0.0
1039697,KVH-00500,0.0
1039697,KYA-00087,1648.0
1039697,KYA-00111,412.0
1039697,LWU-00007,1236.0
1039697,PZZ-03640,412.0
1039697,TD2-00019,824.0
1039697,UZZ-01066,412.0
1039697,UZZ-01484,412.0
1039697,UZZ-01909,412.0
1039697,UZZ-01910,412.0
1039697,WDR-00014,7004.0
1039697,WDR-00015,412.0
1039697,WDR-00029,412.0
1039697,WDR-00030,1648.0
1039697,WP7-00015,2060.0
1039697,WP7-00019,4120.0
1039697,WP7-00051,412.0
1039697,WP7-00074,1236.0
1039697,WPH-00446,412.0
1039697,WPH-01484,3296.0
1039697,WVH-00066,412.0
1039697,WVH-00067,3708.0
1039697,WVH-00080,412.0
1039697,WVH-00268,412.0
1039697,WVH-00599,5356.0
1039697,WVH-00680,412.0
1039697,WVH-00745,824.0
1039697,WVH-00935,412.0
1039697,WVH-00936,412.0
1039697,WVH-00937,412.0
1039697,WVH-01317,824.0
1039697,WYA-00039,412.0
1039697,WYA-00040,412.0
1039697,WYA-00043,2060.0
1039697,WYA-00184,412.0
1039697,WYA-00262,412.0
1039697,WYA-00271,412.0
1039697,WYA-00354,1648.0
1039697,WYA-00356,824.0
1039697,WYA-00358,412.0
1039697,WYA-00359,824.0
1039697,WYA-00360,824.0
1039697,XA32-00028,412.0
1039697,XZZ-00027,412.0
1039698,DD2-00024,9000.0
1039698,DMC-00014,1500.0
1039698,DNP-00027,0.0
1039698,DOZ-00022,1500.0
1039698,DOZ-00076,3000.0
1039698,DVH-00007,1500.0
1039698,DVH-00198,1500.0
1039698,DVH-00266,1500.0
1039698,FMU-00170,1500.0
1039698,HULP-00531,0.0
1039698,HULP-01384,4.5
1039698,HZZ-00244,1500.0
1039698,IAD-00339,1500.0
1039698,IAD-00365,1500.0
1039698,ILT-00200,1500.0
1039698,ISG-00259,1500.0
1039698,ITI-01251,1500.0
1039698,ITI-01309,1500.0
1039698,IZZ-00221,1500.0
1039698,IZZ-00222,1500.0
1039698,JZZ-00050,1500.0
1039698,JZZ-01661,198.0
1039698,KMU-00062,13500.0
1039698,KMU-00159,3000.0
1039698,KMU-00190,1500.0
1039698,KMU-00236,1500.0
1039698,KP7-00012,4500.0
1039698,KP7-00022,1500.0
1039698,KP7-00085,9000.0
1039698,KPH-00564,1500.0
1039698,KPH-00598,4500.0
1039698,KTV-00036,1500.0
1039698,KTV-00048,3000.0
1039698,KVH-00077,1500.0
1039698,KVH-00144,4500.0
1039698,MZZ-01178,15.0
1039698,OTO-00044,3000.0
1039698,PZZ-03453,1500.0
1039698,TN4-00036,3000.0
1039698,TN4-00044,1500.0
1039698,TN4-00053,1500.0
1039698,TOZ-00058,1500.0
1039698,TPH-00094,3000.0
1039698,TPH-00136,1500.0
1039698,TZE-00014,1500.0
1039698,TZE-00015,1500.0
1039698,UZZ-01065,1500.0
1039698,WDR-00012,3000.0
1039698,WDR-00014,9000.0
1039698,WDR-00015,12000.0
1039698,WDR-00019,1500.0
1039698,WDR-00029,4500.0
1039698,WP7-00009,1500.0
1039698,WP7-00070,3000.0
1039698,WP7-00105,1500.0
1039698,WPH-01081,1500.0
1039698,WPH-01297,1500.0
1039698,WS39-00002,1500.0
1039698,WS43-00017,1500.0
1039698,WS66-00032,1500.0
1039698,WVH-00067,1500.0
1039698,WVH-00232,1500.0
1039698,WVH-00830,1500.0
1039698,WVH-00970,1500.0
1039698,WVH-01017,1500.0
1039698,WVH-01081,3000.0
1039698,WYA-00107,1500.0
1039698,WYA-00336,1500.0
1039702,CJS-00029,500.0
1039702,CJS-00044,500.0
1039702,DOZ-00054,500.0
1039702,IN4-00245,500.0
1039702,IPH-00382,1000.0
1039702,ISG-00045,500.0
1039702,JZZ-01661,600.0
1039702,KKT-00266,1500.0
1039702,KKT-00373,500.0
1039702,KMU-00098,3000.0
1039702,KMU-00166,0.0
1039702,KP7-00030,4000.0
1039702,KS21-00021,500.0
1039702,KTV-00097,500.0
1039702,KYA-00004,3000.0
1039702,LZZ-00069,6000.0
1039702,PZZ-02770,500.0
1039702,TIR-00089,0.0
1039702,TIV-00095,1000.0
1039702,TPH-00079,8500.0
1039702,WPH-00354,3500.0
1039702,WPH-00428,1500.0
1039702,WPH-01007,2000.0
1039702,WVH-00042,5000.0
1039702,WVH-00044,3000.0
1039702,WYA-00336,6000.0
1039706,BFB-00010,240.0
1039706,BFB-00048,240.0
1039706,BFB-00076,240.0
1039706,CM12-00003,420.0
1039706,CMO-00227,60.0
1039706,CPO-00217,60.0
1039706,CPO-00247,60.0
1039706,CPO-00249,120.0
1039706,CPO-00270,480.0
1039706,CPO-00278,480.0
1039706,CPO-00285,1440.0
1039706,CPO-00286,180.0
1039706,CPO-00295,180.0
1039706,CPO-00328,120.0
1039706,CPO-00329,120.0
1039706,CPO-00330,120.0
1039706,CPO-00331,120.0
1039706,CPO-00332,120.0
1039706,CPO-00333,120.0
1039706,CPO-00334,120.0
1039706,CPO-00419,120.0
1039706,CPO-00420,120.0
1039706,CPO-00421,120.0
1039706,CPO-00422,120.0
1039706,CWO-00052,60.0
1039706,DFD-00043,60.0
1039706,DPH-00134,2100.0
1039706,DVH-00046,480.0
1039706,DVH-00210,120.0
1039706,FCQ-00030,120.0
1039706,HM27-00001,60.0
1039706,IA6-00156,60.0
1039706,IIV-00009,0.0
1039706,IIV-00019,120.0
1039706,INS-00179,60.0
1039706,INS-00252,60.0
1039706,INS-00273,60.0
1039706,ISG-00045,60.0
1039706,ISG-00153,60.0
1039706,ISI-00014,720.0
1039706,ITI-00478,60.0
1039706,ITI-00595,60.0
1039706,IXL-00050,60.0
1039706,JLK-00015,120.0
1039706,JZZ-00050,60.0
1039706,KAX-00231,60.0
1039706,KAX-00305,180.0
1039706,KKT-00008,120.0
1039706,KPH-00464,2340.0
1039706,KPH-00465,60.0
1039706,KSP-00049,180.0
1039706,KTV-00002,60.0
1039706,KVH-00182,60.0
1039706,KYA-00004,1980.0
1039706,LE18-00003,1080.0
1039706,LE18-00004,240.0
1039706,LE18-00005,1440.0
1039706,PZZ-02170,60.0
1039706,SCK-00036,60.0
1039706,SGY-00006,60.0
1039706,SHF-00006,60.0
1039706,TPH-00001,60.0
1039706,TSI-00011,480.0
1039706,UZZ-00550,1.0
1039706,UZZ-01070,60.0
1039706,UZZ-01094,60.0
1039706,VVH-00017,60.0
1039706,WPH-00356,360.0
1039706,WPH-00360,960.0
1039706,WPH-00375,2580.0
1039706,WPH-00413,1560.0
1039706,WPH-00414,120.0
1039706,WPH-00498,60.0
1039706,WPH-01259,120.0
1039706,WVH-00041,120.0
1039706,WVH-00114,60.0
1039706,WVH-00187,60.0
1039706,WVH-00715,60.0
1039706,WVH-00902,60.0
1039706,WYA-00033,60.0
1039706,WYA-00041,180.0
1039706,XC9-00030,60.0
1039706,ZLF-00005,60.0
1039706,ZLF-00022,60.0
1039706,ZSC-00015,120.0
1039709,CZZ-00243,100.0
1039709,FTV-00095,100.0
1039709,FZZ-00167,100.0
1039709,FZZ-00168,100.0
1039709,JZZ-00050,100.0
1039709,JZZ-01661,100.0
1039709,KKT-00267,400.0
1039709,KS55-00027,200.0
1039709,KS55-00028,300.0
1039709,KS55-00029,100.0
1039709,KS55-00030,100.0
1039709,KS55-00031,100.0
1039709,KS55-00032,0.0
1039709,KS55-00034,200.0
1039709,KTV-00130,100.0
1039709,PZZ-03683,100.0
1039709,UZZ-01066,100.0
1039709,VVH-00030,200.0
1039709,WPH-01304,200.0
1039709,WPH-01384,100.0
1039709,WVH-01281,200.0
1039709,WVH-01282,200.0
1039710,CAP-00703,160.0
1039710,CWO-00100,160.0
1039710,CZZ-00256,160.0
1039710,DAP-00001,320.0
1039710,DIV-00014,480.0
1039710,DN4-00034,160.0
1039710,DN4-00059,320.0
1039710,DOZ-00092,480.0
1039710,DPH-00014,160.0
1039710,DPH-00063,160.0
1039710,DSG-00090,160.0
1039710,DVH-00004,160.0
1039710,DVH-00011,320.0
1039710,DVH-00271,160.0
1039710,FMU-00047,5120.0
1039710,FMU-00072,1120.0
1039710,FTV-00069,320.0
1039710,FTV-00080,160.0
1039710,IF7-00004,160.0
1039710,ILT-00094,320.0
1039710,ILT-00147,160.0
1039710,IMH-00253,160.0
1039710,IN4-00125,160.0
1039710,IN4-00151,160.0
1039710,IN4-00189,320.0
1039710,INP-00002,160.0
1039710,INS-00396,160.0
1039710,IOZ-00160,320.0
1039710,IOZ-00232,480.0
1039710,ITI-01398,160.0
1039710,JZZ-01407,160.0
1039710,JZZ-01661,320.0
1039710,KMU-00136,480.0
1039710,KMU-00293,160.0
1039710,KS21-00050,2080.0
1039710,KSM-00018,320.0
1039710,KVH-00070,640.0
1039710,KVH-00116,320.0
1039710,KVH-00201,5280.0
1039710,KVH-00278,1120.0
1039710,KVH-00382,1600.0
1039710,KVH-00385,160.0
1039710,KVH-00386,2880.0
1039710,KVH-00387,160.0
1039710,KVH-00390,320.0
1039710,KVH-00391,160.0
1039710,KVH-00411,320.0
1039710,KVH-00448,160.0
1039710,KVH-00450,320.0
1039710,LA29-00056,480.0
1039710,LMU-00010,160.0
1039710,NZZ-00065,160.0
1039710,PZZ-03236,160.0
1039710,SM16-00001,320.0
1039710,TIV-00071,160.0
1039710,TPH-00002,160.0
1039710,TPH-00083,480.0
1039710,WPH-00489,160.0
1039710,WPH-01302,160.0
1039710,WVH-00028,480.0
1039710,WVH-00141,160.0
1039710,WVH-00192,1920.0
1039710,WVH-00600,1280.0
1039710,WVH-00602,1120.0
1039710,WVH-00634,1120.0
1039710,WVH-00910,1600.0
1039710,WVH-00915,160.0
1039710,WVH-00918,320.0
1039710,WVH-00919,160.0
1039710,WVH-00923,160.0
1039710,WVH-00927,640.0
1039710,WVH-00961,640.0
1039710,WVH-00962,480.0
1039710,WVH-00996,160.0
1039710,WVH-01061,480.0
1039710,XC15-00006,160.0
1039710,XZZ-00026,160.0
1039710,ZBO-00016,160.0
1039711,CAP-00703,340.0
1039711,CWO-00100,340.0
1039711,CZZ-00256,340.0
1039711,DAP-00001,680.0
1039711,DIV-00014,1020.0
1039711,DN4-00034,340.0
1039711,DN4-00059,680.0
1039711,DOZ-00092,1020.0
1039711,DPH-00014,340.0
1039711,DPH-00063,340.0
1039711,DSG-00090,340.0
1039711,DVH-00004,340.0
1039711,DVH-00011,680.0
1039711,DVH-00271,340.0
1039711,FMU-00047,10880.0
1039711,FMU-00072,2380.0
1039711,FTV-00069,680.0
1039711,FTV-00080,340.0
1039711,IF7-00004,340.0
1039711,ILT-00094,680.0
1039711,ILT-00147,340.0
1039711,IMH-00253,340.0
1039711,IN4-00125,340.0
1039711,IN4-00151,340.0
1039711,IN4-00189,680.0
1039711,INP-00002,340.0
1039711,INS-00396,340.0
1039711,IOZ-00160,680.0
1039711,IOZ-00232,1020.0
1039711,ITI-01398,340.0
1039711,JZZ-01407,340.0
1039711,JZZ-01661,680.0
1039711,KMU-00136,1020.0
1039711,KMU-00293,340.0
1039711,KS21-00050,4420.0
1039711,KSM-00018,680.0
1039711,KVH-00070,1360.0
1039711,KVH-00116,680.0
1039711,KVH-00201,11220.0
1039711,KVH-00278,2380.0
1039711,KVH-00382,3400.0
1039711,KVH-00385,340.0
1039711,KVH-00386,6120.0
1039711,KVH-00387,340.0
1039711,KVH-00390,680.0
1039711,KVH-00391,340.0
1039711,KVH-00411,680.0
1039711,KVH-00448,340.0
1039711,KVH-00450,680.0
1039711,LA29-00056,1020.0
1039711,LMU-00010,340.0
1039711,NZZ-00065,340.0
1039711,PZZ-03236,340.0
1039711,SM16-00001,680.0
1039711,TIV-00071,340.0
1039711,TPH-00002,340.0
1039711,TPH-00083,1020.0
1039711,WPH-00489,340.0
1039711,WPH-01302,340.0
1039711,WVH-00028,1020.0
1039711,WVH-00141,340.0
1039711,WVH-00192,4080.0
1039711,WVH-00600,2720.0
1039711,WVH-00602,2380.0
1039711,WVH-00634,2380.0
1039711,WVH-00910,3400.0
1039711,WVH-00915,340.0
1039711,WVH-00918,680.0
1039711,WVH-00919,340.0
1039711,WVH-00923,340.0
1039711,WVH-00927,1360.0
1039711,WVH-00961,1360.0
1039711,WVH-00962,1020.0
1039711,WVH-00996,340.0
1039711,WVH-01061,1020.0
1039711,XC15-00006,340.0
1039711,XZZ-00026,340.0
1039711,ZBO-00016,340.0
1039712,CAP-00703,250.0
1039712,CWO-00100,250.0
1039712,CZZ-00256,250.0
1039712,DAP-00001,500.0
1039712,DIV-00014,750.0
1039712,DN4-00034,250.0
1039712,DN4-00059,500.0
1039712,DOZ-00092,750.0
1039712,DPH-00014,250.0
1039712,DPH-00063,250.0
1039712,DSG-00090,250.0
1039712,DVH-00004,250.0
1039712,DVH-00011,500.0
1039712,DVH-00271,250.0
1039712,FMU-00047,8000.0
1039712,FMU-00072,1750.0
1039712,FTV-00069,500.0
1039712,FTV-00080,250.0
1039712,IF7-00004,250.0
1039712,ILT-00094,500.0
1039712,ILT-00147,250.0
1039712,IMH-00253,250.0
1039712,IN4-00125,250.0
1039712,IN4-00151,250.0
1039712,IN4-00189,500.0
1039712,INP-00002,250.0
1039712,INS-00396,250.0
1039712,IOZ-00160,500.0
1039712,IOZ-00232,750.0
1039712,ITI-01398,250.0
1039712,JZZ-01407,250.0
1039712,JZZ-01661,500.0
1039712,KMU-00136,750.0
1039712,KMU-00293,250.0
1039712,KS21-00050,3250.0
1039712,KSM-00018,500.0
1039712,KVH-00070,1000.0
1039712,KVH-00116,500.0
1039712,KVH-00201,8250.0
1039712,KVH-00278,1750.0
1039712,KVH-00382,2500.0
1039712,KVH-00385,250.0
1039712,KVH-00386,4500.0
1039712,KVH-00387,250.0
1039712,KVH-00390,500.0
1039712,KVH-00391,250.0
1039712,KVH-00411,500.0
1039712,KVH-00448,250.0
1039712,KVH-00450,500.0
1039712,LA29-00056,750.0
1039712,LMU-00010,250.0
1039712,NZZ-00065,250.0
1039712,PZZ-03236,250.0
1039712,SM16-00001,500.0
1039712,TIV-00071,250.0
1039712,TPH-00002,250.0
1039712,TPH-00083,750.0
1039712,WPH-00489,250.0
1039712,WPH-01302,250.0
1039712,WVH-00028,750.0
1039712,WVH-00141,250.0
1039712,WVH-00192,3000.0
1039712,WVH-00600,2000.0
1039712,WVH-00602,1750.0
1039712,WVH-00634,1750.0
1039712,WVH-00910,2500.0
1039712,WVH-00915,250.0
1039712,WVH-00918,500.0
1039712,WVH-00919,250.0
1039712,WVH-00923,250.0
1039712,WVH-00927,1000.0
1039712,WVH-00961,1000.0
1039712,WVH-00962,750.0
1039712,WVH-00996,250.0
1039712,WVH-01061,750.0
1039712,XC15-00006,250.0
1039712,XZZ-00026,250.0
1039712,ZBO-00016,250.0
1039713,CAP-00703,255.0
1039713,CWO-00100,255.0
1039713,CZZ-00256,255.0
1039713,DAP-00001,510.0
1039713,DIV-00014,765.0
1039713,DN4-00034,255.0
1039713,DN4-00059,510.0
1039713,DOZ-00092,765.0
1039713,DPH-00014,255.0
1039713,DPH-00063,255.0
1039713,DSG-00090,255.0
1039713,DVH-00004,255.0
1039713,DVH-00011,510.0
1039713,DVH-00271,255.0
1039713,FMU-00047,8160.0
1039713,FMU-00072,1785.0
1039713,FTV-00069,510.0
1039713,FTV-00080,255.0
1039713,IF7-00004,255.0
1039713,ILT-00094,510.0
1039713,ILT-00147,255.0
1039713,IMH-00253,255.0
1039713,IN4-00125,255.0
1039713,IN4-00151,255.0
1039713,IN4-00189,510.0
1039713,INP-00002,255.0
1039713,INS-00396,255.0
1039713,IOZ-00160,510.0
1039713,IOZ-00232,765.0
1039713,ITI-01398,255.0
1039713,JZZ-01407,255.0
1039713,JZZ-01661,510.0
1039713,KMU-00136,765.0
1039713,KMU-00293,255.0
1039713,KS21-00050,3315.0
1039713,KSM-00018,510.0
1039713,KVH-00070,1020.0
1039713,KVH-00116,510.0
1039713,KVH-00201,8415.0
1039713,KVH-00278,1785.0
1039713,KVH-00382,2550.0
1039713,KVH-00385,255.0
1039713,KVH-00386,4590.0
1039713,KVH-00387,255.0
1039713,KVH-00390,510.0
1039713,KVH-00391,255.0
1039713,KVH-00411,510.0
1039713,KVH-00448,255.0
1039713,KVH-00450,510.0
1039713,LA29-00056,765.0
1039713,LMU-00010,255.0
1039713,NZZ-00065,255.0
1039713,PZZ-03236,255.0
1039713,SM16-00001,510.0
1039713,TIV-00071,255.0
1039713,TPH-00002,255.0
1039713,TPH-00083,765.0
1039713,WPH-00489,255.0
1039713,WPH-01302,255.0
1039713,WVH-00028,765.0
1039713,WVH-00141,255.0
1039713,WVH-00192,3060.0
1039713,WVH-00600,2040.0
1039713,WVH-00602,1785.0
1039713,WVH-00634,1785.0
1039713,WVH-00910,2550.0
1039713,WVH-00915,255.0
1039713,WVH-00918,510.0
1039713,WVH-00919,255.0
1039713,WVH-00923,255.0
1039713,WVH-00927,1020.0
1039713,WVH-00961,1020.0
1039713,WVH-00962,765.0
1039713,WVH-00996,255.0
1039713,WVH-01061,765.0
1039713,XC15-00006,255.0
1039713,XZZ-00026,255.0
1039713,ZBO-00016,255.0
1039715,BS45-00035,110.0
1039715,BZZ-00003,5.0
1039715,BZZ-00973,330.0
1039715,BZZ-01019,55.0
1039715,BZZ-01021,55.0
1039715,BZZ-01023,55.0
1039715,CEJ-00047,110.0
1039715,CHX-00080,110.0
1039715,CHX-00082,220.0
1039715,DPH-00233,0.0
1039715,DSG-00092,55.0
1039715,FWO-00041,55.0
1039715,FWO-00042,55.0
1039715,IIV-00019,165.0
1039715,IM11-00005,55.0
1039715,INS-00383,55.0
1039715,INS-00384,55.0
1039715,IOZ-00027,55.0
1039715,ISG-00428,55.0
1039715,ITI-00740,55.0
1039715,ITI-00741,55.0
1039715,JLK-00015,110.0
1039715,JZZ-00908,55.0
1039715,JZZ-01661,55.0
1039715,KAX-00464,110.0
1039715,KMU-00173,55.0
1039715,KNC-00012,55.0
1039715,KNC-00013,110.0
1039715,KP7-00030,110.0
1039715,KP7-00077,220.0
1039715,KPH-00525,55.0
1039715,KRU-00055,55.0
1039715,KYA-00004,770.0
1039715,MZZ-01152,55.0
1039715,MZZ-01153,55.0
1039715,MZZ-01176,55.0
1039715,OFD-00008,660.0
1039715,PZZ-03163,55.0
1039715,VSI-00141,55.0
1039715,WAP-00011,55.0
1039715,WPH-00354,440.0
1039715,WPH-00360,55.0
1039715,WPH-00413,110.0
1039715,WPH-00428,55.0
1039715,WPH-00438,220.0
1039715,WPH-00446,55.0
1039715,WPH-00489,110.0
1039715,WPH-01020,660.0
1039715,WVH-00166,55.0
1039715,WYA-00035,220.0
1039715,WYA-00116,660.0
1039715,WZZ-00017,55.0
1039715,XC9-00002,55.0
1039715,XEP-00031,55.0
1039717,DD2-00024,5940.0
1039717,DNP-00027,0.0
1039717,DOZ-00022,990.0
1039717,DOZ-00076,1980.0
1039717,DVH-00007,990.0
1039717,DVH-00198,990.0
1039717,FMU-00170,990.0
1039717,HULP-00531,0.0
1039717,HULP-01384,2.97
1039717,HZZ-00245,990.0
1039717,IAD-00313,1980.0
1039717,IAD-00340,990.0
1039717,IFD-00043,990.0
1039717,ILT-00200,990.0
1039717,ISG-00259,1980.0
1039717,ITI-01248,990.0
1039717,IZZ-00221,990.0
1039717,IZZ-00222,990.0
1039717,JZZ-01661,198.0
1039717,KAX-00168,990.0
1039717,KMU-00062,9900.0
1039717,KMU-00103,990.0
1039717,KMU-00159,1980.0
1039717,KMU-00236,990.0
1039717,KP7-00012,2970.0
1039717,KP7-00022,1980.0
1039717,KP7-00085,5940.0
1039717,KPH-00564,990.0
1039717,KPH-00598,2970.0
1039717,KTV-00036,1980.0
1039717,KVH-00077,990.0
1039717,KVH-00144,1980.0
1039717,OTO-00023,1980.0
1039717,OTO-00044,0.0
1039717,PZZ-02739,990.0
1039717,TFD-00049,990.0
1039717,TN4-00036,1980.0
1039717,TN4-00053,990.0
1039717,TOZ-00058,990.0
1039717,TPH-00094,1980.0
1039717,TPH-00136,990.0
1039717,TZE-00014,990.0
1039717,TZE-00015,990.0
1039717,WDR-00012,1980.0
1039717,WDR-00014,4950.0
1039717,WDR-00015,7920.0
1039717,WDR-00029,990.0
1039717,WP7-00009,990.0
1039717,WP7-00019,1980.0
1039717,WP7-00050,990.0
1039717,WP7-00073,990.0
1039717,WP7-00105,990.0
1039717,WS43-00004,990.0
1039717,WVH-00066,990.0
1039717,WVH-00067,990.0
1039717,WVH-00232,990.0
1039717,WVH-00830,990.0
1039717,WVH-00868,990.0
1039717,WYA-00107,990.0
1039717,WYA-00210,1980.0
1039717,WYA-00534,990.0
1039718,DD2-00024,3600.0
1039718,DNP-00027,0.0
1039718,DOZ-00022,600.0
1039718,DOZ-00076,1200.0
1039718,DVH-00007,600.0
1039718,DVH-00198,600.0
1039718,FMU-00170,600.0
1039718,HULP-00531,0.0
1039718,HULP-01384,1.8
1039718,HZZ-00245,600.0
1039718,IAD-00313,1200.0
1039718,IAD-00340,600.0
1039718,IFD-00043,600.0
1039718,ILT-00200,600.0
1039718,ISG-00259,1200.0
1039718,ITI-01248,600.0
1039718,IZZ-00221,600.0
1039718,IZZ-00222,600.0
